ComID,GeogName,DataGroup1,DataGroup1_Order,DataGroup2,1996 - .,1996 - %,2001 - .,2001 - %,2006 - .,2006 - %,Percent Change 1996 - 2006
COM948,Lower Sackville,"$30,000 - $39,999",5,All Households,,,,,675,8.6,
COM948,Lower Sackville,"$30,000 - $39,999",5,One Person Households,,,,,173,14.2,
COM948,Lower Sackville,"$30,000 - $39,999",5,Two or More Person Households,,,,,518,7.9,
DHA1,South Shore Health,"$30,000 - $39,999",5,Two or More Person Households,3020,16.4,2740,14.7,2615,14,-13.4
DHA1,South Shore Health,"$30,000 - $39,999",5,All Households,3385,14.4,3225,13.3,3505,14.1,3.5
DHA1,South Shore Health,"$30,000 - $39,999",5,One Person Households,360,7.1,480,8.6,885,14.6,145.8
DHA2,South West Health,"$30,000 - $39,999",5,All Households,3740,15,3480,13.8,3590,14.2,-4
DHA2,South West Health,"$30,000 - $39,999",5,Two or More Person Households,3395,17.4,2965,15.4,2840,15.1,-16.3
DHA2,South West Health,"$30,000 - $39,999",5,One Person Households,360,6.7,510,8.5,750,11.8,108.3
DHA3,Annapolis Valley Health,"$30,000 - $39,999",5,All Households,4790,15.6,4585,14.3,4750,14.2,-0.8
DHA3,Annapolis Valley Health,"$30,000 - $39,999",5,One Person Households,680,10.5,880,11.8,1095,13.1,61
DHA3,Annapolis Valley Health,"$30,000 - $39,999",5,Two or More Person Households,4115,17,3705,15.1,3655,14.6,-11.2
DHA4,Colchester East Hants Health Authority,"$30,000 - $39,999",5,All Households,3607,14.4,3595,13.6,3504,12.5,-2.9
DHA4,Colchester East Hants Health Authority,"$30,000 - $39,999",5,One Person Households,521,10.1,622,10.5,837,12.2,60.7
DHA4,Colchester East Hants Health Authority,"$30,000 - $39,999",5,Two or More Person Households,3085,15.6,2969,14.5,2677,12.6,-13.2
DHA5,Cumberland Health Authority,"$30,000 - $39,999",5,All Households,1820,13.7,1835,13.8,2045,15,12.4
DHA5,Cumberland Health Authority,"$30,000 - $39,999",5,Two or More Person Households,1620,16.2,1530,15.6,1550,15.8,-4.3
DHA5,Cumberland Health Authority,"$30,000 - $39,999",5,One Person Households,200,6.1,300,8.5,500,13.2,150
DHA6,Pictou County Health Authority,"$30,000 - $39,999",5,Two or More Person Households,2170,15.5,2055,14.8,1945,13.9,-10.4
DHA6,Pictou County Health Authority,"$30,000 - $39,999",5,All Households,2665,14.6,2440,13.2,2525,13.1,-5.3
DHA6,Pictou County Health Authority,"$30,000 - $39,999",5,One Person Households,495,11.5,390,8.3,580,11,17.2
DHA7,Guysborough Antigonish Strait Health Authority,"$30,000 - $39,999",5,One Person Households,275,7.5,340,8.1,415,9.3,50.9
DHA7,Guysborough Antigonish Strait Health Authority,"$30,000 - $39,999",5,All Households,2330,13.6,2120,12,2390,13.4,2.6
DHA7,Guysborough Antigonish Strait Health Authority,"$30,000 - $39,999",5,Two or More Person Households,2045,15.1,1780,13.2,1970,14.7,-3.7
DHA8,Cape Breton District Health Authority,"$30,000 - $39,999",5,Two or More Person Households,6250,15.9,5310,14.2,5045,13.6,-19.3
DHA8,Cape Breton District Health Authority,"$30,000 - $39,999",5,One Person Households,775,7,1045,8.5,1690,12.3,118.1
DHZ3,District Health Zone 3,"$30,000 - $39,999",5,One Person Households,721,8.5,922,9.8,,,
DHZ3,District Health Zone 3,"$30,000 - $39,999",5,All Households,5427,14.2,5430,13.7,,,
DHZ4,District Health Zone 4,"$30,000 - $39,999",5,All Households,4995,14.1,4560,12.6,,,
DHZ4,District Health Zone 4,"$30,000 - $39,999",5,One Person Households,770,9.6,730,8.2,,,
DHZ4,District Health Zone 4,"$30,000 - $39,999",5,Two or More Person Households,4215,15.3,3835,14,,,
DHZ5,District Health Zone 5,"$30,000 - $39,999",5,All Households,7030,14,6360,12.8,,,
DHZ5,District Health Zone 5,"$30,000 - $39,999",5,One Person Households,775,7,1045,8.5,,,
DHZ5,District Health Zone 5,"$30,000 - $39,999",5,Two or More Person Households,6250,15.9,5310,14.2,,,
DHZ6,District Health Zone 6,"$30,000 - $39,999",5,All Households,18278,13.1,17695,11.6,,,
DHZ6,District Health Zone 6,"$30,000 - $39,999",5,One Person Households,4484,14,5408,13.8,,,
DHZ6,District Health Zone 6,"$30,000 - $39,999",5,Two or More Person Households,13785,12.8,12281,10.8,,,
ECR21,Cape Breton,"$30,000 - $39,999",5,Two or More Person Households,7155,16.1,5980,14,5805,13.8,-18.9
ECR21,Cape Breton,"$30,000 - $39,999",5,All Households,8035,14.1,7160,12.7,7635,13.2,-5
ECR21,Cape Breton,"$30,000 - $39,999",5,One Person Households,870,7,1175,8.5,1845,11.9,112.1
ECR22,North Shore,"$30,000 - $39,999",5,Two or More Person Households,7395,15.8,7020,15,6800,14.3,-8
ECR22,North Shore,"$30,000 - $39,999",5,All Households,8690,14.2,8425,13.5,8820,13.6,1.5
ECR22,North Shore,"$30,000 - $39,999",5,One Person Households,1295,9.1,1395,8.9,2025,11.6,56.4
ECR23,Annapolis Valley,"$30,000 - $39,999",5,All Households,6750,15.1,6435,13.7,6570,13.3,-2.7
ECR23,Annapolis Valley,"$30,000 - $39,999",5,One Person Households,955,10.7,1190,11.5,1460,12.6,52.9
ECR23,Annapolis Valley,"$30,000 - $39,999",5,Two or More Person Households,5800,16.2,5240,14.3,5105,13.6,-12
ECR24,Southern,"$30,000 - $39,999",5,One Person Households,720,6.9,990,8.5,1635,13.1,127.1
ECR24,Southern,"$30,000 - $39,999",5,Two or More Person Households,6415,16.9,5705,15.1,5455,14.5,-15
ECR24,Southern,"$30,000 - $39,999",5,All Households,7125,14.8,6705,13.6,7095,14.2,-0.4
ECR25,Halifax,"$30,000 - $39,999",5,All Households,17045,13,16620,11.5,16985,10.9,-0.4
ECR25,Halifax,"$30,000 - $39,999",5,One Person Households,4315,14.2,5225,13.9,6755,15.7,56.5
ECR25,Halifax,"$30,000 - $39,999",5,Two or More Person Households,12730,12.6,11395,10.7,10230,9.1,-19.6
FED12001,Cape Breton - Canso,"$30,000 - $39,999",5,All Households,1795,6.4,1500,5.3,3870,13.4,115.6
FED12001,Cape Breton - Canso,"$30,000 - $39,999",5,One Person Households,190,3.3,200,7.1,798,11.1,320
FED12001,Cape Breton - Canso,"$30,000 - $39,999",5,Two or More Person Households,1585,7,1295,14.4,3016,13.9,90.3
FED12002,Central Nova,"$30,000 - $39,999",5,All Households,3570,12.8,3340,11.7,3875,13,8.5
FED12002,Central Nova,"$30,000 - $39,999",5,One Person Households,630,9.8,580,8.8,845,10.6,34.1
FED12002,Central Nova,"$30,000 - $39,999",5,Two or More Person Households,2945,13.7,2765,13.8,3035,13.9,3.1
FED12003,Dartmouth - Cole Harbour,"$30,000 - $39,999",5,All Households,4025,12.2,3790,10.7,3711,10.2,-7.8
FED12003,Dartmouth - Cole Harbour,"$30,000 - $39,999",5,One Person Households,975,13.5,1170,13.1,1623,15.8,66.5
FED12003,Dartmouth - Cole Harbour,"$30,000 - $39,999",5,Two or More Person Households,3055,11.8,2585,10.4,2137,8.2,-30
FED12004,Halifax,"$30,000 - $39,999",5,All Households,4540,11.7,4785,11.6,5184,12.4,14.2
FED12004,Halifax,"$30,000 - $39,999",5,One Person Households,1715,12.5,1950,12.9,2289,14.1,33.5
FED12004,Halifax,"$30,000 - $39,999",5,Two or More Person Households,2830,11.3,2805,12.1,2874,11.3,1.6
FED12005,Halifax West,"$30,000 - $39,999",5,All Households,2750,10.6,3295,10.4,3926,10.9,42.8
FED12005,Halifax West,"$30,000 - $39,999",5,One Person Households,905,16.9,1225,17.8,1640,17.7,81.2
FED12005,Halifax West,"$30,000 - $39,999",5,Two or More Person Households,1850,8.9,2080,9.8,2261,8.4,22.2
FED12006,Kings - Hants,"$30,000 - $39,999",5,All Households,3800,13.3,3790,12.4,4083,12.7,7.4
FED12006,Kings - Hants,"$30,000 - $39,999",5,One Person Households,565,10.3,765,12.5,895,12.3,58.4
FED12006,Kings - Hants,"$30,000 - $39,999",5,Two or More Person Households,3235,14,3020,13.3,3155,12.7,-2.5
FED12007,Cumberland - Colchester - Musquodoboit Valley,"$30,000 - $39,999",5,Two or More Person Households,4085,15.6,3860,15.6,3839,14.3,-6
FED12007,Cumberland - Colchester - Musquodoboit Valley,"$30,000 - $39,999",5,All Households,4700,13.8,4660,13.3,5063,13.8,7.7
FED12007,Cumberland - Colchester - Musquodoboit Valley,"$30,000 - $39,999",5,One Person Households,615,7.8,790,9.4,1218,12.4,98
FED12008,Sackville - Eastern Shore,"$30,000 - $39,999",5,All Households,2985,11.2,2605,9.1,2941,9.4,-1.5
FED12008,Sackville - Eastern Shore,"$30,000 - $39,999",5,One Person Households,395,13.9,475,14.6,709,14.9,79.5
FED12008,Sackville - Eastern Shore,"$30,000 - $39,999",5,Two or More Person Households,2585,10.9,2125,9.1,2239,8.4,-13.4
FED12009,South Shore - St. Margaret''s,"$30,000 - $39,999",5,Two or More Person Households,3890,15.1,3600,14.4,3530,13.3,-9.3
FED12009,South Shore - St. Margaret''s,"$30,000 - $39,999",5,One Person Households,445,6.4,635,8.5,1185,14.1,166.3
FED12009,South Shore - St. Margaret''s,"$30,000 - $39,999",5,All Households,4335,13.2,4245,12.5,4696,13.5,8.3
FED12010,Sydney - Victoria,"$30,000 - $39,999",5,One Person Households,80,1.1,70,7.9,972,10.9,1115
FED12010,Sydney - Victoria,"$30,000 - $39,999",5,Two or More Person Households,420,1.8,490,16,3114,13.9,641.4
FED12010,Sydney - Victoria,"$30,000 - $39,999",5,All Households,490,1.6,550,1.8,4085,13.1,733.7
FED12011,West Nova,"$30,000 - $39,999",5,Two or More Person Households,3805,14.1,3490,16.2,4010,15,5.4
FED12011,West Nova,"$30,000 - $39,999",5,All Households,4260,12.4,4130,11.8,5147,14.4,20.8
FED12011,West Nova,"$30,000 - $39,999",5,One Person Households,460,6.2,635,9,1110,12.4,141.3
HRM1,HRM1,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM1,HRM1,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM1,HRM1,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM2,HRM2,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM2,HRM2,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM2,HRM2,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM3,HRM3,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM3,HRM3,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM3,HRM3,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM4,HRM4,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM4,HRM4,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM4,HRM4,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM5,HRM5,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM5,HRM5,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM6,HRM6,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM6,HRM6,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM6,HRM6,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM7,HRM7,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM7,HRM7,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM7,HRM7,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM8,HRM8,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM8,HRM8,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM8,HRM8,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
HRM9,HRM9,"$30,000 - $39,999",5,One Person Households,0,0,0,0,0,0,0
HRM9,HRM9,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,0,0,0
HRM9,HRM9,"$30,000 - $39,999",5,All Households,0,0,0,0,0,0,0
hsc1,Auburn Drive,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,401,6,100
hsc1,Auburn Drive,"$30,000 - $39,999",5,One Person Households,0,0,0,0,205,20.6,100
hsc1,Auburn Drive,"$30,000 - $39,999",5,All Households,0,0,0,0,622,8.1,100
hsc10,Hants Regional,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,95,10.7,100
hsc10,Hants Regional,"$30,000 - $39,999",5,All Households,0,0,0,0,105,9.8,100
hsc10,Hants Regional,"$30,000 - $39,999",5,One Person Households,0,0,0,0,10,5.3,100
hsc11,JL Ilsley,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,954,12.6,100
hsc11,JL Ilsley,"$30,000 - $39,999",5,One Person Households,0,0,0,0,377,12.3,100
hsc11,JL Ilsley,"$30,000 - $39,999",5,All Households,0,0,0,0,1342,12.6,100
hsc12,Lockview,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,436,7.1,100
hsc12,Lockview,"$30,000 - $39,999",5,One Person Households,0,0,0,0,159,17.6,100
hsc12,Lockview,"$30,000 - $39,999",5,All Households,0,0,0,0,587,8.3,100
hsc13,Millwood High,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,356,8.3,100
hsc13,Millwood High,"$30,000 - $39,999",5,One Person Households,0,0,0,0,72,9.7,100
hsc13,Millwood High,"$30,000 - $39,999",5,All Households,0,0,0,0,412,8.2,100
hsc14,Musquodoboit Rural High,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,191,12.3,100
hsc14,Musquodoboit Rural High,"$30,000 - $39,999",5,One Person Households,0,0,0,0,25,5.3,100
hsc14,Musquodoboit Rural High,"$30,000 - $39,999",5,All Households,0,0,0,0,228,11.2,100
hsc15,Prince Andrew,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,669,7.1,100
hsc15,Prince Andrew,"$30,000 - $39,999",5,All Households,0,0,0,0,976,8.3,100
hsc15,Prince Andrew,"$30,000 - $39,999",5,One Person Households,0,0,0,0,366,15.3,100
hsc16,Sackville High,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,448,7.7,100
hsc16,Sackville High,"$30,000 - $39,999",5,One Person Households,0,0,0,0,160,15.3,100
hsc16,Sackville High,"$30,000 - $39,999",5,All Households,0,0,0,0,593,8.6,100
hsc17,Sir John A MacDonald,"$30,000 - $39,999",5,All Households,0,0,0,0,917,8.4,100
hsc17,Sir John A MacDonald,"$30,000 - $39,999",5,One Person Households,0,0,0,0,289,17.5,100
hsc17,Sir John A MacDonald,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,675,7.3,100
hsc2,Avonview,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,765,12.9,100
hsc2,Avonview,"$30,000 - $39,999",5,One Person Households,0,0,0,0,210,12.2,100
hsc3,Citadel High,"$30,000 - $39,999",5,One Person Households,0,0,0,0,1931,14.5,100
hsc3,Citadel High,"$30,000 - $39,999",5,All Households,0,0,0,0,3887,12.4,100
hsc3,Citadel High,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,1949,10.8,100
hsc4,Cole Harbour,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,600,8,100
hsc4,Cole Harbour,"$30,000 - $39,999",5,One Person Households,0,0,0,0,222,15.7,100
hsc4,Cole Harbour,"$30,000 - $39,999",5,All Households,0,0,0,0,823,9.2,100
hsc5,CP Allen,"$30,000 - $39,999",5,One Person Households,0,0,0,0,235,13.3,100
hsc5,CP Allen,"$30,000 - $39,999",5,All Households,0,0,0,0,707,7.3,100
hsc5,CP Allen,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,419,5.3,100
hsc6,Dartmouth,"$30,000 - $39,999",5,All Households,0,0,0,0,2134,12.7,100
hsc6,Dartmouth,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,1066,10.6,100
hsc6,Dartmouth,"$30,000 - $39,999",5,One Person Households,0,0,0,0,1069,15.8,100
hsc7,Duncan MacMillan,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,180,16.7,100
hsc7,Duncan MacMillan,"$30,000 - $39,999",5,All Households,0,0,0,0,224,14.9,100
hsc7,Duncan MacMillan,"$30,000 - $39,999",5,One Person Households,0,0,0,0,45,10.4,100
hsc8,Eastern Shore District,"$30,000 - $39,999",5,All Households,0,0,0,0,628,12.1,100
hsc8,Eastern Shore District,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,504,12.1,100
hsc8,Eastern Shore District,"$30,000 - $39,999",5,One Person Households,0,0,0,0,104,10.1,100
hsc9,Halifax West,"$30,000 - $39,999",5,Two or More Person Households,0,0,0,0,1311,10.7,100
hsc9,Halifax West,"$30,000 - $39,999",5,One Person Households,0,0,0,0,1226,19.2,100
hsc9,Halifax West,"$30,000 - $39,999",5,All Households,0,0,0,0,2534,13.6,100
JPD1,Amherst,"$30,000 - $39,999",5,All Households,,,,,665,16,
JPD1,Amherst,"$30,000 - $39,999",5,One Person Households,,,,,185,14.1,
JPD1,Amherst,"$30,000 - $39,999",5,Two or More Person Households,,,,,480,16.9,
JPD10,Pictou County,"$30,000 - $39,999",5,One Person Households,,,,,245,12.2,
JPD10,Pictou County,"$30,000 - $39,999",5,Two or More Person Households,,,,,920,13.4,
JPD10,Pictou County,"$30,000 - $39,999",5,All Households,,,,,1170,13.2,
JPD16,Richmond County,"$30,000 - $39,999",5,One Person Households,,,,,75,7.8,
JPD16,Richmond County,"$30,000 - $39,999",5,Two or More Person Households,,,,,504,16.8,
JPD16,Richmond County,"$30,000 - $39,999",5,All Households,,,,,579,14.6,
JUC10,Port Hawkesbury,"$30,000 - $39,999",5,Two or More Person Households,2110,17.5,1699,14.5,1811,15.8,-14.2
JPD18,Cape Breton Regional Municipality,"$30,000 - $39,999",5,All Households,,,,,5530,13.1,
JPD18,Cape Breton Regional Municipality,"$30,000 - $39,999",5,Two or More Person Households,,,,,4125,13.4,
JPD18,Cape Breton Regional Municipality,"$30,000 - $39,999",5,One Person Households,,,,,1400,12.1,
JPD2,Annapolis Royal,"$30,000 - $39,999",5,All Households,,,,,30,12,
JPD2,Annapolis Royal,"$30,000 - $39,999",5,One Person Households,,,,,15,11.1,
JPD2,Annapolis Royal,"$30,000 - $39,999",5,Two or More Person Households,,,,,10,9.1,
JPD23,Kentville,"$30,000 - $39,999",5,Two or More Person Households,,,,,240,13.9,
JPD23,Kentville,"$30,000 - $39,999",5,All Households,,,,,365,14.3,
JPD23,Kentville,"$30,000 - $39,999",5,One Person Households,,,,,125,15.2,
JPD43,Springhill,"$30,000 - $39,999",5,All Households,,,,,275,17.2,
JPD43,Springhill,"$30,000 - $39,999",5,One Person Households,,,,,75,14.9,
JPD43,Springhill,"$30,000 - $39,999",5,Two or More Person Households,,,,,200,18.3,
JPD44,Stellarton,"$30,000 - $39,999",5,One Person Households,,,,,50,7.7,
JPD44,Stellarton,"$30,000 - $39,999",5,Two or More Person Households,,,,,165,11.9,
JPD44,Stellarton,"$30,000 - $39,999",5,All Households,,,,,220,10.8,
JPD52,Truro,"$30,000 - $39,999",5,Two or More Person Households,,,,,495,14.5,
JPD52,Truro,"$30,000 - $39,999",5,All Households,,,,,705,12.7,
JPD52,Truro,"$30,000 - $39,999",5,One Person Households,,,,,210,9.9,
JPD54,Westville,"$30,000 - $39,999",5,Two or More Person Households,,,,,205,18.1,
JPD54,Westville,"$30,000 - $39,999",5,One Person Households,,,,,80,19.8,
JPD54,Westville,"$30,000 - $39,999",5,All Households,,,,,285,18.5,
JPD58,New Glasgow,"$30,000 - $39,999",5,All Households,,,,,615,11.6,
JPD58,New Glasgow,"$30,000 - $39,999",5,One Person Households,,,,,160,9.1,
JPD58,New Glasgow,"$30,000 - $39,999",5,Two or More Person Households,,,,,460,13.1,
JPD6,Bridgewater,"$30,000 - $39,999",5,All Households,,,,,505,14.1,
JPD6,Bridgewater,"$30,000 - $39,999",5,One Person Households,,,,,180,15.7,
JPD6,Bridgewater,"$30,000 - $39,999",5,Two or More Person Households,,,,,325,13.3,
JPD7,Eskasoni,"$30,000 - $39,999",5,One Person Households,,,,,10,6.2,
JPD7,Eskasoni,"$30,000 - $39,999",5,Two or More Person Households,,,,,90,13.3,
JPD7,Eskasoni,"$30,000 - $39,999",5,All Households,,,,,95,11.4,
JPD702,Barrington Municipality,"$30,000 - $39,999",5,One Person Households,,,,,80,9.9,
JPD702,Barrington Municipality,"$30,000 - $39,999",5,Two or More Person Households,,,,,360,14.1,
JPD702,Barrington Municipality,"$30,000 - $39,999",5,All Households,,,,,450,13.4,
JPD703,Annapolis County,"$30,000 - $39,999",5,Two or More Person Households,,,,,1067,16.3,
JPD703,Annapolis County,"$30,000 - $39,999",5,All Households,,,,,1362,15.3,
JPD703,Annapolis County,"$30,000 - $39,999",5,One Person Households,,,,,310,13.1,
JPD704,Lunenburg County,"$30,000 - $39,999",5,All Households,,,,,2305,14,
JPD704,Lunenburg County,"$30,000 - $39,999",5,Two or More Person Households,,,,,1760,13.9,
JPD704,Lunenburg County,"$30,000 - $39,999",5,One Person Households,,,,,560,14.6,
JPD709,Digby Municipality,"$30,000 - $39,999",5,Two or More Person Households,,,,,518,20.3,
JPD709,Digby Municipality,"$30,000 - $39,999",5,One Person Households,,,,,105,12.2,
JPD709,Digby Municipality,"$30,000 - $39,999",5,All Households,,,,,618,18.2,
JPD711,Digby,"$30,000 - $39,999",5,All Households,,,,,110,11.3,
JPD711,Digby,"$30,000 - $39,999",5,One Person Households,,,,,30,7.9,
JPD711,Digby,"$30,000 - $39,999",5,Two or More Person Households,,,,,90,15.3,
JPD712,Parrsboro,"$30,000 - $39,999",5,All Households,,,,,75,11.4,
JPD712,Parrsboro,"$30,000 - $39,999",5,One Person Households,,,,,10,3.9,
JPD712,Parrsboro,"$30,000 - $39,999",5,Two or More Person Households,,,,,65,16,
JPD720,Kings County,"$30,000 - $39,999",5,All Households,,,,,2963,13.7,
JPD720,Kings County,"$30,000 - $39,999",5,One Person Households,,,,,635,12.6,
JPD720,Kings County,"$30,000 - $39,999",5,Two or More Person Households,,,,,2324,14,
JPD723,Queens County,"$30,000 - $39,999",5,One Person Households,,,,,155,14,
JPD723,Queens County,"$30,000 - $39,999",5,Two or More Person Households,,,,,530,14.8,
JPD723,Queens County,"$30,000 - $39,999",5,All Households,,,,,685,14.6,
JPD726,Meteghan,"$30,000 - $39,999",5,One Person Households,,,,,60,6.9,
JPD726,Meteghan,"$30,000 - $39,999",5,Two or More Person Households,,,,,322,11.6,
JPD726,Meteghan,"$30,000 - $39,999",5,All Households,,,,,401,10.9,
JPD736,Shelburne Municipality,"$30,000 - $39,999",5,All Households,,,,,295,13,
JPD736,Shelburne Municipality,"$30,000 - $39,999",5,One Person Households,,,,,45,8.7,
JPD736,Shelburne Municipality,"$30,000 - $39,999",5,Two or More Person Households,,,,,250,14.3,
JPD744,Windsor,"$30,000 - $39,999",5,All Households,,,,,180,12.3,
JPD744,Windsor,"$30,000 - $39,999",5,One Person Households,,,,,70,13.6,
JPD744,Windsor,"$30,000 - $39,999",5,Two or More Person Households,,,,,115,12.2,
JPD745,West Hants,"$30,000 - $39,999",5,All Households,,,,,1014,12.4,
JPD745,West Hants,"$30,000 - $39,999",5,One Person Households,,,,,154,9.5,
JPD745,West Hants,"$30,000 - $39,999",5,Two or More Person Households,,,,,840,12.8,
JPD747,Yarmouth County,"$30,000 - $39,999",5,Two or More Person Households,,,,,810,13.7,
JPD747,Yarmouth County,"$30,000 - $39,999",5,All Households,,,,,1030,13.8,
JPD747,Yarmouth County,"$30,000 - $39,999",5,One Person Households,,,,,220,14.4,
JPD750,Cumberland County,"$30,000 - $39,999",5,One Person Households,,,,,220,14.4,
JPD750,Cumberland County,"$30,000 - $39,999",5,Two or More Person Households,,,,,760,14.8,
JPD750,Cumberland County,"$30,000 - $39,999",5,All Households,,,,,975,14.6,
JPD751,Antigonish County,"$30,000 - $39,999",5,Two or More Person Households,,,,,484,11.5,
JPD751,Antigonish County,"$30,000 - $39,999",5,One Person Households,,,,,130,11.6,
JPD751,Antigonish County,"$30,000 - $39,999",5,All Households,,,,,631,11.9,
JPD752,Antigonish,"$30,000 - $39,999",5,Two or More Person Households,,,,,241,19.9,
JPD752,Antigonish,"$30,000 - $39,999",5,One Person Households,,,,,65,9.3,
JPD752,Antigonish,"$30,000 - $39,999",5,All Households,,,,,279,14.7,
JPD760,Guysborough County,"$30,000 - $39,999",5,Two or More Person Households,,,,,485,18.7,
JPD760,Guysborough County,"$30,000 - $39,999",5,All Households,,,,,534,15.2,
JPD760,Guysborough County,"$30,000 - $39,999",5,One Person Households,,,,,59,6.4,
JPD776,Pictou,"$30,000 - $39,999",5,All Households,,,,,230,14.9,
JPD776,Pictou,"$30,000 - $39,999",5,Two or More Person Households,,,,,190,17.6,
JPD776,Pictou,"$30,000 - $39,999",5,One Person Households,,,,,40,8.6,
JPD782,Enfield,"$30,000 - $39,999",5,Two or More Person Households,,,,,460,9.5,
JPD782,Enfield,"$30,000 - $39,999",5,All Households,,,,,571,9.8,
JPD782,Enfield,"$30,000 - $39,999",5,One Person Households,,,,,106,10.9,
JPD802,Victoria County,"$30,000 - $39,999",5,All Households,,,,,434,12.5,
JPD802,Victoria County,"$30,000 - $39,999",5,One Person Households,,,,,106,11.5,
JPD802,Victoria County,"$30,000 - $39,999",5,Two or More Person Households,,,,,336,13.2,
JPD813,Inverness County,"$30,000 - $39,999",5,All Households,,,,,848,14,
JPD813,Inverness County,"$30,000 - $39,999",5,One Person Households,,,,,230,14.6,
JPD813,Inverness County,"$30,000 - $39,999",5,Two or More Person Households,,,,,640,14.2,
JPD821,Port Hawkesbury,"$30,000 - $39,999",5,Two or More Person Households,,,,,150,14.4,
JPD821,Port Hawkesbury,"$30,000 - $39,999",5,All Households,,,,,175,12.6,
JPD821,Port Hawkesbury,"$30,000 - $39,999",5,One Person Households,,,,,25,7.2,
JPD833,Oxford,"$30,000 - $39,999",5,One Person Households,,,,,0,0,
JPD833,Oxford,"$30,000 - $39,999",5,Two or More Person Households,,,,,55,16.9,
JPD833,Oxford,"$30,000 - $39,999",5,All Households,,,,,50,9.9,
JPD834,Yarmouth,"$30,000 - $39,999",5,One Person Households,,,,,145,13.7,
JPD834,Yarmouth,"$30,000 - $39,999",5,All Households,,,,,490,15.6,
JPD834,Yarmouth,"$30,000 - $39,999",5,Two or More Person Households,,,,,345,16.6,
JPD836,Shelburne,"$30,000 - $39,999",5,One Person Households,,,,,30,10.2,
JPD836,Shelburne,"$30,000 - $39,999",5,All Households,,,,,150,17.6,
JPD836,Shelburne,"$30,000 - $39,999",5,Two or More Person Households,,,,,120,21.4,
JPD849,Indian Brook,"$30,000 - $39,999",5,All Households,,,,,45,13.7,
JPD849,Indian Brook,"$30,000 - $39,999",5,Two or More Person Households,,,,,45,16.7,
JPD849,Indian Brook,"$30,000 - $39,999",5,One Person Households,,,,,10,16.4,
JPD850,Millbrook,"$30,000 - $39,999",5,Two or More Person Households,,,,,30,16.2,
JPD850,Millbrook,"$30,000 - $39,999",5,One Person Households,,,,,10,15.4,
JPD850,Millbrook,"$30,000 - $39,999",5,All Households,,,,,35,14,
JPD9,Colchester County,"$30,000 - $39,999",5,Two or More Person Households,,,,,1575,13.5,
JPD9,Colchester County,"$30,000 - $39,999",5,One Person Households,,,,,465,13.8,
JPD9,Colchester County,"$30,000 - $39,999",5,All Households,,,,,2030,13.5,
JPD999,Halifax Regional Municipality (HRPS/RCMP),"$30,000 - $39,999",5,Two or More Person Households,,,,,10145,9.1,
