BRDCODE,SEGID,the_geom,PNTID,BRDNAME,SCHLCODE,SCHLNAME,MAIL1,MAIL2,MPOSTCODE,CIVIC1,CIVIC2,CPOSTCODE,PHONE,FAX,EMAIL,SCHLYR
55,197900029,POINT (-65.52306454227019 44.75395530061228),197900251,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,965,CHAMPLAIN ELEMENTARY SCHOOL,PO BOX 130,GRANVILLE FERRY NS,B0S 1K0,109 NORTH ST,GRANVILLE FERRY NS,B0S 1K0,902 532 3270,902 532 3273,CES@AVRSB.CA,2015-2016
55,146500003,POINT (-64.19081910106152 44.945901354494765),146500036,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,361,WINDSOR FORKS DISTRICT SCHOOL,PO BOX 91,CURRY'S CORNER NS,B0N 1H0,120 SANGSTER BRIDGE RD,WINDSOR FORKS NS,B0N 1H0,902 792 6700,902 792 6707,WFDS@AVRSB.CA,2015-2016
55,182100137,POINT (-64.58781057769981 45.05673960808339),182100762,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,732,COLDBROOK AND DISTRICT SCHOOL,2305 ENGLISH MOUNTAIN RD,COLDBROOK NS,B4R 1B6,2305 ENGLISH MOUNTAIN RD,COLDBROOK NS,B4R 1B6,902 690 3830,902 690 3833,CBDS@AVRSB.CA,2015-2016
55,400004019,POINT (-65.1555847742839 44.879693749429116),200300018,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,129,LAWRENCETOWN CONSOLIDATED SCHOOL,10 MIDDLE RD  RR 1,LAWRENCETOWN NS,B0S 1M0,10 MIDDLE RD,LAWRENCETOWN NS,B0S 1M0,902 584 4500,902 584 4505,LCS@AVRSB.CA,2015-2016
55,400049977,POINT (-64.94536765951601 44.994076329190555),183200039,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,966,PINE RIDGE MIDDLE SCHOOL,625 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,625 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,902 765 7570,902 765 7572,PRMS@AVRSB.CA,2015-2016
55,400049977,POINT (-64.9426165964937 44.992697044430756),183200561,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,62,KINGSTON & DISTRICT SCHOOL,PO BOX 295,KINGSTON NS,B0P 1R0,630 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,902 765 7530,902 765 7535,KINGSTON@AVRSB.CA,2015-2016
59,160400029,POINT (-65.63674589908948 43.44843572233173),160400070,TRI-COUNTY REGIONAL SCHOOL BOARD,511,CLARK'S HARBOUR ELEMENTARY SCHOOL,PO BOX 130,CLARK'S HARBOUR NS,B0W 1P0,29 SCHOOL ST,CLARK'S HARBOUR NS,B0W 1P0,902 745 3710,902 745 3711,CHES@TCRSB.CA,2015-2016
55,146100073,POINT (-64.18162873998803 45.06555201935004),146100216,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,24,HANTSPORT SCHOOL,PO BOX 392,HANTSPORT NS,B0P 1P0,11 SCHOOL ST,HANTSPORT NS,B0P 1P0,902 684 4000,902 684 4004,HS@AVRSB.CA,2015-2016
52,26900058,POINT (-61.12574983818665 45.97225885335424),26900207,STRAIT REGIONAL SCHOOL BOARD,388,WHYCOCOMAGH EDUCATION CENTRE,PO BOX 160,WHYCOCOMAGH NS,B0E 3M0,50 NORMAN MCLEOD RD,WHYCOCOMAGH NS,B0E 3M0,902 756 2441,902 756 3882,SHELLEY.MACLEAN@SRSB.CA,2015-2016
54,319100060,POINT (-63.46414888610064 44.74281337865434),319100336,HALIFAX REGIONAL SCHOOL BOARD,324,NELSON WHYNDER ELEMENTARY SCHOOL,979 NORTH PRESTON RD,NORTH PRESTON NS,B2Z 1A2,979 NORTH PRESTON RD,NORTH PRESTON NS,B2Z 1A2,902 462 6030,902 462 6033,NWES@HRSB.NS.CA,2015-2016
51,400012702,POINT (-60.487175589649574 46.925222053436386),53100037,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,961,NORTH HIGHLANDS ELEMENTARY SCHOOL,1363 BAY ST. LAWRENCE,ASPY BAY NS,B0C 1G0,1363 BAY ST LAWRENCE RD,ASPY BAY NS,B0C 1G0,902 383 2186,902 383 2381,NHIGHLANDS@STAFF.EDNET.NS.CA,2015-2016
52,20100023,POINT (-60.78663378696546 46.83696141982373),20100045,STRAIT REGIONAL SCHOOL BOARD,390,PLEASANT BAY SCHOOL,456 PLEASANT BAY RD,PLEASANT BAY NS,B0E 2P0,456 PLEASANT BAY LOOP,PLEASANT BAY NS,B0E 2P0,902 224 2365,902 224 2080,PETER.GOOSENS@SRSB.CA,2015-2016
55,200000096,POINT (-65.07143768201381 44.942290095188596),200000038,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,712,MIDDLETON REGIONAL HIGH SCHOOL,18 GATES AVE,MIDDLETON NS,B0S 1P0,18 GATES AVE,MIDDLETON NS,B0S 1P0,902 825 5350,902 825 5355,MRHS@AVRSB.CA,2015-2016
55,184800124,POINT (-64.44913778750933 45.06884122833282),184800568,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,73,NEW MINAS ELEMENTARY SCHOOL,34 JONES RD,NEW MINAS NS,B4N 3N1,34 JONES RD,NEW MINAS NS,B4N 3N1,902 681 4900,902 681 4904,NMES@AVRSB.CA,2015-2016
55,184800128,POINT (-64.46292886018252 45.06705070252478),184800681,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,998,HIGHBURY EDUCATION CENTRE,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,902 681 4930,902 681 4931,HEC@AVRSB.CA,2015-2016
55,184800131,POINT (-64.46271358160864 45.066633678457045),184801596,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,379,KINGS COUNTY ADULT HIGH SCHOOL,34 HIGHBURY RD,NEW MINAS NS,B4N 3P7,34 HIGHBURY RD,NEW MINAS NS,B4N 3P7,902 681 4930,902 681 4931,KCAHS@AVRSB.CA,2015-2016
55,202800049,POINT (-65.50289044395954 44.7408543045757),202800202,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,133,ANNAPOLIS WEST EDUCATION CENTRE,PO BOX 399,ANNAPOLIS ROYAL NS,B0S 1A0,100 CHAMPLAIN DR,ANNAPOLIS ROYAL NS,B0S 1A0,902 532 3150,902 532 3160,AWEC@AVRSB.CA,2015-2016
58,400008265,POINT (-65.03295457485268 44.372794738114386),168500142,SOUTH SHORE REGIONAL SCHOOL BOARD,459,NORTH QUEENS COMMUNITY SCHOOL,PO BOX 184,CALEDONIA NS,B0T 1E0,40 WEST CALEDONIA RD,CALEDONIA NS,B0T 1B0,902 682 3500,902 682 3510,NQCS@SSRSB.CA,2015-2016
55,177900008,POINT (-64.7474944701741 45.07555464210541),177900063,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL,4339 BROOKLYN ST,BERWICK NS,B0P 1E0,4339 BROOKLYN ST,SOMERSET NS,B0P 1E0,902 538 4670,902 538 4677,SDES@AVRSB.CA,2015-2016
55,400033235,POINT (-65.62898583779871 44.65032477574341),203200151,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,141,CLARK RUTHERFORD MEMORIAL SCHOOL,PO BOX 70,CLEMENTSPORT NS,B0S 1E0,234 SPINNAKER DR,CORNWALLIS PARK NS,B0S 1E0,902 638 4800,902 638 4804,CRMS@AVRSB.CA,2015-2016
55,186300032,POINT (-64.40567085752672 45.071965640849164),186300137,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,70,HORTON HIGH SCHOOL,75 GREENWICH RD S,WOLFVILLE NS,B4P 2R2,75 GREENWICH RD S,WOLFVILLE RIDGE NS,B4P 2R2,902 542 6060,902 542 6066,HHS@AVRSB.CA,2015-2016
55,185100075,POINT (-64.36134706875228 45.08931394325529),185100601,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,81,WOLFVILLE SCHOOL,19 ACADIA ST,WOLFVILLE NS,B4P 1K8,19 ACADIA ST,WOLFVILLE NS,B4P 1K8,902 542 6050,902 542 6056,WS@AVRSB.CA,2015-2016
55,180400029,POINT (-64.43651085621492 45.15968209367914),180400203,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,59,GLOOSCAP ELEMENTARY SCHOOL,1017 J JORDAN RD,CANNING NS,B0P 1H0,1017 J JORDAN RD,CANNING NS,B0P 1H0,902 582 2010,902 582 2015,GES@AVRSB.CA,2015-2016
53,2500037,POINT (-64.32945713312577 45.40542952517211),2500211,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,715,PARRSBORO REGIONAL HIGH SCHOOL,PO BOX 370,PARRSBORO NS,B0M 1S0,109 KING ST,PARRSBORO NS,B0M 1S0,902 254 5600,902 254 5660,STEVENSONS@CCRSB.CA,2015-2016
58,171800132,POINT (-64.71419637418224 44.036735834117735),171800674,SOUTH SHORE REGIONAL SCHOOL BOARD,1171,SSRSB ADULT HIGH SCHOOL,PO BOX 1974,LIVERPOOL NS,B0T 1K0,137 OLD BRIDGE ST,LIVERPOOL NS,B0T 1K0,902 354 7630,902 354 7631,SSILC@SSRSB.CA,2015-2016
58,171800132,POINT (-64.71292750108884 44.03662167446262),171800695,SOUTH SHORE REGIONAL SCHOOL BOARD,1185,SOUTH QUEENS MIDDLE SCHOOL,PO BOX 1288,LIVERPOOL NS,B0T 1K0,157 OLD BRIDGE ST,LIVERPOOL NS,B0T 1K0,902 354 7640,902 354 7650,SQJHS@SSRSB.CA,2015-2016
59,297000101,POINT (-65.75983051577337 44.620245933919755),297000778,TRI-COUNTY REGIONAL SCHOOL BOARD,709,DIGBY REGIONAL HIGH SCHOOL,PO BOX 1660,DIGBY NS,B0V 1A0,107 KING ST,DIGBY NS,B0V 1A0,902 245 7500,902 245 7518,DRHS@TCRSB.CA,2015-2016
59,297000105,POINT (-65.76775276275369 44.61966706279436),297000443,TRI-COUNTY REGIONAL SCHOOL BOARD,541,DIGBY ELEMENTARY SCHOOL,PO BOX 1538,DIGBY NS,B0V 1A0,20 SHREVE ST,DIGBY NS,B0V 1A0,902 245 7550,902 245 7555,DES@TCRSB.CA,2015-2016
55,180400005,POINT (-64.44173363758686 45.16142102635943),180400025,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,967,NORTHEAST KINGS EDUCATION CENTRE,1816 BAINS RD,CANNING NS,B0P 1H0,1816 BAINS RD,CANNING NS,B0P 1H0,902 582 2040,902 582 2044,NKEC@AVRSB.CA,2015-2016
55,186200012,POINT (-64.35239836430198 45.06334914146936),186200103,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,60,GASPEREAU VALLEY ELEMENTARY SCHOOL,2781 GREENFIELD RD,WOLFVILLE NS,B4P 2R1,2781 GREENFIELD RD,GASPEREAU NS,B4P 2R1,902 542 6090,902 542 6096,GVES@AVRSB.CA,2015-2016
58,400008151,POINT (-64.70600162090939 44.032500133819504),171800969,SOUTH SHORE REGIONAL SCHOOL BOARD,710,LIVERPOOL REGIONAL HIGH SCHOOL,PO BOX 1266,LIVERPOOL NS,B0T 1K0,104 COLLEGE ST,MOUNT PLEASANT NS,B0T 1K0,902 354 7600,902 354 7610,LRHS@SSRSB.CA,2015-2016
58,239900166,POINT (-64.52265086402532 44.37682957622531),239900271,SOUTH SHORE REGIONAL SCHOOL BOARD,508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,100 YORK ST,BRIDGEWATER NS,B4V 1R3,100 YORK ST,BRIDGEWATER NS,B4V 1R3,902 541 8260,902 541 8270,BJSHS@SSRSB.CA,2015-2016
58,239900166,POINT (-64.52373243358365 44.37744894096307),239901552,SOUTH SHORE REGIONAL SCHOOL BOARD,509,BRIDGEWATER ELEMENTARY SCHOOL,130 YORK ST,BRIDGEWATER NS,B4V 1R3,130 YORK ST,BRIDGEWATER NS,B4V 1R3,902 541 8240,902 541 8250,BES@SSRSB.CA,2015-2016
53,267900535,POINT (-63.28327281690861 45.347405943348946),267904023,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,1146,TRURO ELEMENTARY SCHOOL,125 CURTIS DR,TRURO NS,B2N 0C5,125 CURTIS DR,TRURO NS,B2N 0C5,902 896 5755,902 896 5786,LYNDSJN@CCRSB.CA,2015-2016
55,145900122,POINT (-64.16623148152306 44.994626138518996),145900654,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,362,FALMOUTH DISTRICT SCHOOL,PO BOX 40,FALMOUTH NS,B0P 1L0,30 SCHOOL ST,FALMOUTH NS,B0P 1L0,902 792 6710,902 792 6717,FDS@AVRSB.CA,2015-2016
53,268300032,POINT (-63.28883200342819 45.30748005721573),268300311,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,15,HILDEN ELEMENTARY SCHOOL,RR 1,BROOKFIELD NS,B0N 1C0,1737 TRURO RD,HILDEN NS,B0N 1C0,902 896 5750,902 896 5751,KAULBACHL@CCRSB.CA,2015-2016
59,218800470,POINT (-66.11834388406768 43.8246548147977),218802330,TRI-COUNTY REGIONAL SCHOOL BOARD,703,SOUTH CENTENNIAL SCHOOL,20 FORBES ST,YARMOUTH NS,B5A 1W8,20 FORBES ST,YARMOUTH NS,B5A 1W8,902 749 5150,902 749 5155,SCES@TCRSB.CA,2015-2016
57,400014624,POINT (-65.93312545847006 43.86264052337058),223900002,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,744,ECOLE BELLEVILLE,CP 254,TUSKET N.-E.,B0W 3M0,84 BELLEVILLE RD,BELLEVILLE NS,B0W 3M0,902 648 5920,902 648 5922,EBLV@CSAP.CA,2015-2016
53,263700072,POINT (-63.323945834469875 45.379801193201075),263700227,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,20,CENTRAL COLCHESTER JUNIOR HIGH SCHOOL,61 ONSLOW RD,CENTRAL ONSLOW NS,B6L 5K4,61 ONSLOW RD,CENTRAL ONSLOW NS,B6L 5K4,902 896 5570,902 896 5575,MACPHERSONC@CCRSB.CA,2015-2016
53,267900100,POINT (-63.28096098998551 45.36911591561285),267900118,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,44,COBEQUID EDUCATIONAL CENTRE,34 LORNE ST,TRURO NS,B2N 3K3,34 LORNE ST,TRURO NS,B2N 3K3,902 896 5700,902 896 5707,KAULBACHW@CCRSB.CA,2015-2016
57,267900257,POINT (-63.26162610380376 45.36130537110547),267901629,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,433,ECOLE ACADIENNE DE TRURO,CP 21,TRURO N.-E.,B2N 4V3,50 ABERDEEN ST,TRURO NS,B2N 4V3,902 896 4500,902 896 4501,EAT@CSAP.CA,2015-2016
53,263200035,POINT (-63.459543375314965 45.4373875273874),263200351,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,28,DEBERT ELEMENTARY SCHOOL,PO BOX 279,DEBERT NS,B0M 1G0,1320 MASSTOWN RD,DEBERT NS,B0M 1G0,902 662 4400,902 662 4404,COXE@CCRSB.CA,2015-2016
51,67200376,POINT (-60.26484236691939 46.20377992187642),67202192,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,113,SETON ELEMENTARY SCHOOL,25 WILKIE AVE,NORTH SYDNEY NS,B2A 1Y5,25 WILKIE DR,NORTH SYDNEY NS,B2A 1Y5,902 794 2419,902 794 6241,SETONEL@STAFF.EDNET.NS.CA,2015-2016
58,400052294,POINT (-64.45179188609083 44.23822349655775),245000032,SOUTH SHORE REGIONAL SCHOOL BOARD,401,PETITE RIVIERE ELEMENTARY SCHOOL,123 WENTZELL RD,PETITE RIVIERE NS,B4V 5Y2,123 WENTZELL RD,PETITE RIVIÈRE NS,B4V 5Y2,902 688 3200,902 688 3201,PRES@SSRSB.CA,2015-2016
57,225400015,POINT (-65.98267589934817 43.738889843052064),225400181,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,160,ECOLE WEDGEPORT,44 CHEMIN DITCHER,WEDGEPORT N.-E.,B0W 3P0,44 DITCHER RD,WEDGEPORT NS,B0W 3P0,902 663 5000,902 663 5002,EWDG@CSAP.CA,2015-2016
53,262700009,POINT (-63.78177590424618 45.41516633842597),262700115,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,29,WEST COLCHESTER CONSOLIDATED SCHOOL,27 MAPLE AVE,BASS RIVER NS,B0M 1B0,27 MAPLE AVE,BASS RIVER NS,B0M 1B0,902 647 3500,902 647 3505,OAKLEYC@CCRSB.CA,2015-2016
52,23600023,POINT (-61.29764473648336 46.23271304632899),23600147,STRAIT REGIONAL SCHOOL BOARD,1106,INVERNESS EDUCATION CENTRE/ACADEMY,PO BOX 580,INVERNESS NS,B0E 1N0,59 VETERANS MEMORIAL CRT,INVERNESS NS,B0E 1N0,902 258 3700,902 258 3899,RICHARD.BRITTEN@SRSB.CA,2015-2016
53,400025823,POINT (-63.271330027144344 45.34775628733707),267903815,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,45,TRURO JUNIOR HIGH SCHOOL,445 YOUNG ST,TRURO NS,B2N 7H9,445 YOUNG ST,TRURO NS,B2N 7H9,902 896 5550,902 896 5559,MACLEANAM@CCRSB.CA,2015-2016
57,287900005,POINT (-66.13118115415709 44.22592340655209),287900037,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,225,ECOLE SECONDAIRE DE CLARE,80 CHEMIN PLACIDE COMEAU,LABUTTE N.-E.,B0W 2L0,80 PLACIDE COMEAU RD,METEGHAN RIVER NS,B0W 2L0,902 769 5400,902 769 5405,ESDC@CSAP.CA,2015-2016
57,286900013,POINT (-66.1042316465263 44.326662097855085),286900198,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,217,ECOLE JOSEPH-DUGAS,450 CHEMIN PATRICE,POINTE-DE-L'EGLISE N.-E.,B0W 1M0,450 PATRICE RD,CHURCH POINT NS,B0W 1M0,902 769 5430,902 769 5433,EJD@CSAP.CA,2015-2016
58,236700084,POINT (-64.3804660244162 44.44650489021168),236700325,SOUTH SHORE REGIONAL SCHOOL BOARD,1172,SSRSB ALTERNATE PROGRAMS,45 SCHOOL ST,MAHONE BAY NS,B0J 2E0,45 SCHOOL ST,MAHONE BAY NS,B0J 2E0,902 624 2101,902 624 2103,SSILC@SSRSB.CA,2015-2016
51,400042450,POINT (-60.23389009594878 46.1153482100379),69500224,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,203,RIVERVIEW HIGH SCHOOL,57 COXHEATH RD,SYDNEY NS,B1R 1R4,57 COXHEATH RD,COXHEATH NS,B1R 1R4,902 564 5411,902 567 2575,RIVERVIEW@STAFF.EDNET.NS.CA,2015-2016
58,258300057,POINT (-64.23675919843463 44.54508999814206),258300306,SOUTH SHORE REGIONAL SCHOOL BOARD,216,CHESTER AREA MIDDLE SCHOOL,PO BOX 440,CHESTER NS,B0J 1J0,204 DUKE ST,CHESTER NS,B0J 1J0,902 275 2720,902 275 2730,CAMS@SSRSB.CA,2015-2016
58,258300057,POINT (-64.2359564243227 44.543873632028145),258300367,SOUTH SHORE REGIONAL SCHOOL BOARD,207,CHESTER DISTRICT ELEMENTARY SCHOOL,PO BOX 368,CHESTER NS,B0J 1J0,202 DUKE ST,CHESTER NS,B0J 1J0,902 275 2750,902 275 2755,CDES@SSRSB.CA,2015-2016
53,264600022,POINT (-63.29390884967268 45.71181067229034),264600109,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,1,TATAMAGOUCHE ELEMENTARY SCHOOL,30 CHURCH ST,TATAMAGOUCHE NS,B0K 1V0,30 CHURCH ST,TATAMAGOUCHE NS,B0K 1V0,902 657 6220,902 657 6226,HOLMESB@CCRSB.CA,2015-2016
54,306400380,POINT (-63.713709199280025 44.78272533189829),306404949,HALIFAX REGIONAL SCHOOL BOARD,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,1225 OLD SACKVILLE RD,MIDDLE SACKVILLE NS,B4E 3A6,1225 OLD SACKVILLE RD,MIDDLE SACKVILLE NS,B4E 3A6,902 869 4700,902 869 4703,SHES@HRSB.NS.CA,2015-2016
58,350001601,POINT (-64.38540502031492 44.45376892753676),236700435,SOUTH SHORE REGIONAL SCHOOL BOARD,926,BAYVIEW COMMUNITY SCHOOL,PO BOX 160,MAHONE BAY NS,B0J 2E0,110 CLEARWAY ST,MAHONE BAY NS,B0J 2E0,902 624 2120,902 624 2124,BCS@SSRSB.CA,2015-2016
54,319301535,POINT (-63.50657858687662 44.675917762300294),319311548,HALIFAX REGIONAL SCHOOL BOARD,514,BEL AYR ELEMENTARY SCHOOL,4 BELL ST,DARTMOUTH NS,B2W 2P3,4 BELL ST,DARTMOUTH NS,B2W 2P3,902 435 8353,902 435 8373,BELAYR@HRSB.NS.CA,2015-2016
58,238200034,POINT (-64.72689388454373 44.542791883544574),238200251,SOUTH SHORE REGIONAL SCHOOL BOARD,397,NEW GERMANY ELEMENTARY SCHOOL,150 SCHOOL ST,NEW GERMANY NS,B0R 1E0,150 SCHOOL ST,NEW GERMANY NS,B0R 1E0,902 644 5020,902 644 5022,NGES@SSRSB.CA,2015-2016
58,238200034,POINT (-64.72068375057445 44.540178714983284),238200277,SOUTH SHORE REGIONAL SCHOOL BOARD,402,NEW GERMANY RURAL HIGH SCHOOL,44 SCHOOL ST,NEW GERMANY NS,B0R 1E0,44 SCHOOL ST,NEW GERMANY NS,B0R 1E0,902 644 5000,902 644 5010,NGRHS@SSRSB.CA,2015-2016
59,295100015,POINT (-66.31755299852011 44.27815435891612),295100014,TRI-COUNTY REGIONAL SCHOOL BOARD,259,ISLANDS CONSOLIDATED SCHOOL,PO BOX 80,FREEPORT NS,B0V 1B0,75 OVERCOVE RD,FREEPORT NS,B0V 1B0,902 839 6300,902 839 6303,ICS@TCRSB.CA,2015-2016
54,306400289,POINT (-63.68705268126232 44.785772120245426),306403812,HALIFAX REGIONAL SCHOOL BOARD,355,SMOKEY DRIVE ELEMENTARY SCHOOL,241 SMOKEY DR,LOWER SACKVILLE NS,B4C 3G1,241 SMOKEY DR,LOWER SACKVILLE NS,B4C 3G1,902 864 6838,902 864 6844,SDES@HRSB.NS.CA,2015-2016
53,266000159,POINT (-63.259853717444564 45.37698339409039),266001166,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,6,BIBLE HILL CENTRAL ELEMENTARY SCHOOL,103 PICTOU RD,TRURO NS,B2N 2S2,103 PICTOU RD,BIBLE HILL NS,B2N 2S2,902 896 5507,902 896 5510,FOUGEREKJ@CCRSB.CA,2015-2016
53,265800072,POINT (-63.26302048854301 45.40019424090885),265800584,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,9,NORTH RIVER ELEMENTARY SCHOOL,80 MOUNTAIN LEE RD,NORTH RIVER NS,B6L 6M2,80 MOUNTAIN LEE RD,NORTH RIVER NS,B6L 6M2,902 896 5530,902 896 5532,BISHOPAMEROHA@CCRSB.CA,2015-2016
54,319802464,POINT (-63.601092816478875 44.642709533828324),319821520,HALIFAX REGIONAL SCHOOL BOARD,589,SIR CHARLES TUPPER SCHOOL,1930 CAMBRIDGE ST,HALIFAX NS,B3H 4S5,1930 CAMBRIDGE ST,HALIFAX NS,B3H 4S5,902 421 6775,902 421 3049,TUPPER@HRSB.NS.CA,2015-2016
57,306400310,POINT (-63.68148802469302 44.783573351540994),306404708,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1188,ECOLE DU GRAND-PORTAGE,100 STOKIL DR,LOWER SACKVILLE N.-E.,B4C 2G5,100 STOKIL DR,LOWER SACKVILLE NS,B4C 2G5,902 864 6242,902 864 6419,EGPS@CSAP.CA,2015-2016
53,266000130,POINT (-63.23341382187601 45.37887798038582),266000986,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,7,BIBLE HILL JUNIOR HIGH SCHOOL,741 COLLEGE RD,TRURO NS,B2N 5Y9,741 COLLEGE RD,BIBLE HILL NS,B2N 5Y9,902 896 5500,902 896 5504,HAZELTOND@CCRSB.CA,2015-2016
54,318300076,POINT (-63.40396332493508 44.73334208469814),318300778,HALIFAX REGIONAL SCHOOL BOARD,322,BELL PARK ACADEMIC CENTRE,4 THOMAS ST,LAKE ECHO NS,B3E 1M6,4 THOMAS ST,LAKE ECHO NS,B3E 1M6,902 829 2388,902 829 2402,BPAC@HRSB.NS.CA,2015-2016
53,266000123,POINT (-63.239966893851744 45.37949715837284),266000880,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,2,BIBLE HILL EAST COURT ROAD ELEMENTARY SCHOOL,66 EAST COURT RD,TRURO NS,B2N 4M8,66 EAST COURT RD,BIBLE HILL NS,B2N 4M8,902 896 5790,902 896 5795,FOUGEREKJ@CCRSB.CA,2015-2016
53,266100120,POINT (-63.219514413570955 45.38385191914296),266100587,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,916,REDCLIFF MIDDLE SCHOOL,33 SUNSET LANE,VALLEY NS,B6L 4K1,33 SUNSET LANE,VALLEY NS,B6L 4K1,902 896 5520,902 896 5514,KENNEDYAJ@CCRSB.CA,2015-2016
53,400049998,POINT (-63.20487408907911 45.3928303288538),266100206,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,12,VALLEY ELEMENTARY SCHOOL,96 SALMON RIVER RD,VALLEY NS,B6L 2S5,96 SALMON RIVER RD,VALLEY NS,B6L 2S5,902 896 5540,902 896 5544,WALLK@CCRSB.CA,2015-2016
54,306400248,POINT (-63.704558856083594 44.78817056209982),306403069,HALIFAX REGIONAL SCHOOL BOARD,748,MILLWOOD ELEMENTARY SCHOOL,190 BEAVER BANK CROSS RD,LOWER SACKVILLE NS,B4E 1K5,190 BEAVER BANK CROSS RD,MIDDLE SACKVILLE NS,B4E 1K5,902 864 7510,902 864 7518,MES@HRSB.NS.CA,2015-2016
54,400056979,POINT (-63.285173648831176 44.735895927482076),318201326,HALIFAX REGIONAL SCHOOL BOARD,1159,PORTERS LAKE ELEMENTARY SCHOOL,40 INSPIRATION DR,PORTERS LAKE NS,B3E 0A6,40 INSPIRATION DR,PORTERS LAKE NS,B3E 0A6,902 827 2525,902 827 5410,PLES@HRSB.NS.CA,2015-2016
54,319802642,POINT (-63.5921327411958 44.64115548278466),319822494,HALIFAX REGIONAL SCHOOL BOARD,587,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL,6141 WATT ST,HALIFAX NS,B3H 2B7,6141 WATT ST,HALIFAX NS,B3H 2B7,902 421 6769,902 421 3036,LMSTS@HRSB.NS.CA,2015-2016
54,306400441,POINT (-63.66303854749652 44.777971412743895),306406405,HALIFAX REGIONAL SCHOOL BOARD,743,CAVALIER DRIVE SCHOOL,116 CAVALIER DR,LOWER SACKVILLE NS,B4C 3L9,116 CAVALIER DR,LOWER SACKVILLE NS,B4C 3L9,902 864 7524,902 864 7554,CDS@HRSB.NS.CA,2015-2016
54,319300787,POINT (-63.544581375369944 44.68563503708814),319320510,HALIFAX REGIONAL SCHOOL BOARD,512,ADMIRAL WESTPHAL ELEMENTARY SCHOOL,6 FOURTH ST,DARTMOUTH NS,B2X 3A5,6 FOURTH ST,DARTMOUTH NS,B2X 3A5,902 435 8305,902 435 1749,AWES@HRSB.NS.CA,2015-2016
54,319301073,POINT (-63.58850042211881 44.683135728983835),319320711,HALIFAX REGIONAL SCHOOL BOARD,524,JOHN MARTIN JUNIOR HIGH SCHOOL,7 BRULE ST,DARTMOUTH NS,B3A 4G2,7 BRULE ST,DARTMOUTH NS,B3A 4G2,902 464 2408,902 464 2062,JMJH@HRSB.NS.CA,2015-2016
