Year,Board Code,Board Name,School Code,School Name,School Total
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0065,DWIGHT ROSS SCHOOL            ,196
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0753,EVANGELINE MIDDLE SCHOOL      ,341
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0362,FALMOUTH DISTRICT SCHOOL      ,246
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0060,GASPEREAU VALLEY ELEMENTARY SCHOOL   ,180
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0059,GLOOSCAP ELEMENTARY SCHOOL    ,223
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0024,HANTSPORT SCHOOL              ,184
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0998,HIGHBURY EDUCATION CENTRE     ,19
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0070,HORTON HIGH SCHOOL            ,945
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0076,KINGS COUNTY ACADEMY          ,564
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0379,KINGS COUNTY ADULT HIGH SCHOOL,41
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0062,KINGSTON & DISTRICT SCHOOL    ,445
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0061,L. E. SHAW ELEMENTARY SCHOOL  ,163
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0129,LAWRENCETOWN CONSOLIDATED SCHOOL,134
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,1108,LAWRENCETOWN EDUCATION CENTRE ,26
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0712,MIDDLETON REGIONAL HIGH SCHOOL       ,603
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0073,NEW MINAS ELEMENTARY SCHOOL   ,321
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0364,NEWPORT STATION DISTRICT SCHOOL,82
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0967,NORTHEAST KINGS EDUCATION CENTRE   ,1032
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0966,PINE RIDGE MIDDLE SCHOOL      ,458
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0072,PORT WILLIAMS ELEMENTARY SCHOOL     ,249
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0055,SOMERSET AND DISTRICT ELEMENTARY SCHOOL    ,187
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0054,ST. MARY'S ELEMENTARY SCHOOL  ,167
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0360,THREE MILE PLAINS DISTRICT SCHOOL    ,163
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,1110,WEST HANTS EDUCATION CENTRE   ,17
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0994,WEST HANTS MIDDLE SCHOOL      ,594
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0071,WEST KINGS DISTRICT HIGH SCHOOL     ,684
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0376,WINDSOR ADULT HIGH SCHOOL     ,33
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0699,WINDSOR ELEMENTARY SCHOOL     ,205
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0361,WINDSOR FORKS DISTRICT SCHOOL ,173
2010-2011,055,ANNAPOLIS VALLEY REGIONAL     ,0081,WOLFVILLE SCHOOL              ,411
2010-2011,057,ACADIEN PROVINCIAL            ,1155,CENTRE SCOLAIRE DE LA RIVE-SUD,159
2010-2011,057,ACADIEN PROVINCIAL            ,0387,CENTRE SCOLAIRE ETOILE DE L'ACADIE,232
2010-2011,057,ACADIEN PROVINCIAL            ,0145,ECOLE ACADIENNE DE POMQUET    ,241
2010-2011,057,ACADIEN PROVINCIAL            ,0433,ECOLE ACADIENNE DE TRURO      ,174
2010-2011,057,ACADIEN PROVINCIAL            ,0947,ECOLE BEAUBASSIN              ,501
2010-2011,057,ACADIEN PROVINCIAL            ,0982,ECOLE BEAU-PORT               ,253
2010-2011,057,ACADIEN PROVINCIAL            ,0744,ECOLE BELLEVILLE              ,166
2010-2011,057,ACADIEN PROVINCIAL            ,0948,ECOLE BOIS-JOLI               ,499
2010-2011,057,ACADIEN PROVINCIAL            ,0068,ECOLE DU CARREFOUR            ,387
2010-2011,057,ACADIEN PROVINCIAL            ,0218,ECOLE JEAN-MARIE-GAY          ,114
2010-2011,057,ACADIEN PROVINCIAL            ,0217,ECOLE JOSEPH-DUGAS            ,139
2010-2011,057,ACADIEN PROVINCIAL            ,0378,ECOLE NDA                     ,188
2010-2011,057,ACADIEN PROVINCIAL            ,0156,ECOLE PUBNICO-OUEST           ,187
2010-2011,057,ACADIEN PROVINCIAL            ,0057,ECOLE ROSE-DES-VENTS          ,204
2010-2011,057,ACADIEN PROVINCIAL            ,0221,ECOLE SAINT-ALBERT            ,40
2010-2011,057,ACADIEN PROVINCIAL            ,0225,ECOLE SECONDAIRE DE CLARE     ,256
2010-2011,057,ACADIEN PROVINCIAL            ,0980,ECOLE SECONDAIRE DE PAR-EN-BAS,327
2010-2011,057,ACADIEN PROVINCIAL            ,1152,ECOLE SECONDAIRE DU SOMMET    ,314
2010-2011,057,ACADIEN PROVINCIAL            ,0219,ECOLE STELLA-MARIS            ,145
2010-2011,057,ACADIEN PROVINCIAL            ,0160,ECOLE WEDGEPORT               ,108
2010-2011,058,SOUTH SHORE REGIONAL          ,0925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL ,152
2010-2011,058,SOUTH SHORE REGIONAL          ,0926,BAYVIEW COMMUNITY SCHOOL      ,425
2010-2011,058,SOUTH SHORE REGIONAL          ,0405,BIG TANCOOK ELEMENTARY SCHOOL ,10
2010-2011,058,SOUTH SHORE REGIONAL          ,0509,BRIDGEWATER ELEMENTARY SCHOOL ,478
2010-2011,058,SOUTH SHORE REGIONAL          ,0508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,479
2010-2011,058,SOUTH SHORE REGIONAL          ,0399,CENTRE CONSOLIDATED SCHOOL         ,500
2010-2011,058,SOUTH SHORE REGIONAL          ,0216,CHESTER AREA MIDDLE SCHOOL    ,324
2010-2011,058,SOUTH SHORE REGIONAL          ,0207,CHESTER DISTRICT ELEMENTARY SCHOOL   ,213
2010-2011,058,SOUTH SHORE REGIONAL          ,0386,DR. JOHN C. WICKWIRE ACADEMY  ,359
2010-2011,058,SOUTH SHORE REGIONAL          ,0080,FOREST HEIGHTS COMMUNITY SCHOOL  ,349
2010-2011,058,SOUTH SHORE REGIONAL          ,0210,GOLD RIVER-WESTERN SHORE SCHOOL     ,103
2010-2011,058,SOUTH SHORE REGIONAL          ,1102,GORHAM MEMORIAL EDUCATION CENTRE   ,9
2010-2011,058,SOUTH SHORE REGIONAL          ,1150,GREENFIELD ELEMENTARY SCHOOL  ,31
2010-2011,058,SOUTH SHORE REGIONAL          ,0917,HEBBVILLE ACADEMY             ,556
2010-2011,058,SOUTH SHORE REGIONAL          ,0710,LIVERPOOL REGIONAL HIGH SCHOOL,317
2010-2011,058,SOUTH SHORE REGIONAL          ,0628,LUNENBURG ACADEMY             ,112
2010-2011,058,SOUTH SHORE REGIONAL          ,0979,LUNENBURG ADULT HIGH SCHOOL          ,48
2010-2011,058,SOUTH SHORE REGIONAL          ,0465,MILL VILLAGE CONSOLIDATED SCHOOL   ,50
2010-2011,058,SOUTH SHORE REGIONAL          ,0463,MILTON CENTENNIAL SCHOOL             ,122
2010-2011,058,SOUTH SHORE REGIONAL          ,0397,NEW GERMANY ELEMENTARY SCHOOL ,197
2010-2011,058,SOUTH SHORE REGIONAL          ,0402,NEW GERMANY RURAL HIGH SCHOOL ,356
2010-2011,058,SOUTH SHORE REGIONAL          ,0214,NEW ROSS CONSOLIDATED SCHOOL  ,127
2010-2011,058,SOUTH SHORE REGIONAL          ,0404,NEWCOMBVILLE ELEMENTARY SCHOOL,167
2010-2011,058,SOUTH SHORE REGIONAL          ,0459,NORTH QUEENS COMMUNITY SCHOOL ,130
2010-2011,058,SOUTH SHORE REGIONAL          ,0460,NORTH QUEENS ELEMENTARY SCHOOL,127
2010-2011,058,SOUTH SHORE REGIONAL          ,0409,PARK VIEW EDUCATION CENTRE    ,864
2010-2011,058,SOUTH SHORE REGIONAL          ,0400,PENTZ ELEMENTARY SCHOOL       ,99
2010-2011,058,SOUTH SHORE REGIONAL          ,0401,PETITE RIVIERE ELEMENTARY SCHOOL     ,85
2010-2011,058,SOUTH SHORE REGIONAL          ,0439,QUEENS ADULT HIGH SCHOOL      ,34
2010-2011,058,SOUTH SHORE REGIONAL          ,0392,RIVERPORT & DISTRICT ELEMENTARY SCHOOL     ,8
2010-2011,058,SOUTH SHORE REGIONAL          ,0053,SOUTH QUEENS JUNIOR HIGH SCHOOL      ,306
2010-2011,058,SOUTH SHORE REGIONAL          ,0380,SOUTH SHORE ALTERNATE SCHOOL-BRIDGEWATER ,15
2010-2011,058,SOUTH SHORE REGIONAL          ,1107,SOUTH SHORE ALTERNATE SCHOOL-MAHONE BAY  ,6
2010-2011,058,SOUTH SHORE REGIONAL          ,8058,SOUTH SHORE DSEPS             ,3
2010-2011,058,SOUTH SHORE REGIONAL          ,0394,WEST NORTHFIELD ELEMENTARY SCHOOL   ,173
2010-2011,059,TRI-COUNTY REGIONAL           ,0500,ARCADIA CONSOLIDATED ELEMENTARY SCHOOL   ,230
2010-2011,059,TRI-COUNTY REGIONAL           ,0167,BARRINGTON MUNICIPAL HIGH SCHOOL     ,632
2010-2011,059,TRI-COUNTY REGIONAL           ,0255,BARTON CONSOLIDATED SCHOOL    ,55
2010-2011,059,TRI-COUNTY REGIONAL           ,0166,CAPE SABLE ISLAND ELEMENTARY SCHOOL ,100
2010-2011,059,TRI-COUNTY REGIONAL           ,0497,CARLETON CONSOLIDATED SCHOOL  ,96
2010-2011,059,TRI-COUNTY REGIONAL           ,0511,CLARK'S HARBOUR ELEMENTARY SCHOOL    ,110
2010-2011,059,TRI-COUNTY REGIONAL           ,0272,DIGBY ADULT HIGH SCHOOL       ,32
2010-2011,059,TRI-COUNTY REGIONAL           ,0541,DIGBY ELEMENTARY SCHOOL       ,369
2010-2011,059,TRI-COUNTY REGIONAL           ,0257,DIGBY NECK CONSOLIDATED SCHOOL,39
2010-2011,059,TRI-COUNTY REGIONAL           ,0709,DIGBY REGIONAL HIGH SCHOOL         ,513
2010-2011,059,TRI-COUNTY REGIONAL           ,0981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL ,410
2010-2011,059,TRI-COUNTY REGIONAL           ,0733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL ,123
2010-2011,059,TRI-COUNTY REGIONAL           ,0927,FOREST RIDGE ACADEMY          ,202
2010-2011,059,TRI-COUNTY REGIONAL           ,0079,HILLCREST ACADEMY             ,289
2010-2011,059,TRI-COUNTY REGIONAL           ,0259,ISLANDS CONSOLIDATED SCHOOL   ,103
2010-2011,059,TRI-COUNTY REGIONAL           ,0624,LOCKEPORT ELEMENTARY SCHOOL   ,94
2010-2011,059,TRI-COUNTY REGIONAL           ,0711,LOCKEPORT REGIONAL HIGH SCHOOL      ,140
2010-2011,059,TRI-COUNTY REGIONAL           ,0410,MAPLE GROVE EDUCATION CENTRE  ,427
2010-2011,059,TRI-COUNTY REGIONAL           ,0928,MEADOWFIELDS COMMUNITY SCHOOL ,479
2010-2011,059,TRI-COUNTY REGIONAL           ,0199,PLYMOUTH SCHOOL               ,153
2010-2011,059,TRI-COUNTY REGIONAL           ,0498,PORT MAITLAND CONSOLIDATED SCHOOL  ,155
2010-2011,059,TRI-COUNTY REGIONAL           ,0716,SHELBURNE REGIONAL HIGH SCHOOL,343
2010-2011,059,TRI-COUNTY REGIONAL           ,0703,SOUTH CENTENNIAL SCHOOL       ,113
2010-2011,059,TRI-COUNTY REGIONAL           ,0977,ST. MARY'S BAY ACADEMY        ,254
2010-2011,059,TRI-COUNTY REGIONAL           ,8059,TRI-COUNTY DSEPS              ,1
2010-2011,059,TRI-COUNTY REGIONAL           ,0258,WESTPORT VILLAGE SCHOOL,13
2010-2011,059,TRI-COUNTY REGIONAL           ,0256,WEYMOUTH CONSOLIDATED SCHOOL  ,249
2010-2011,059,TRI-COUNTY REGIONAL           ,0385,YARMOUTH ADULT HIGH SCHOOL    ,37
2010-2011,059,TRI-COUNTY REGIONAL           ,0704,YARMOUTH CENTRAL SCHOOL       ,206
2010-2011,059,TRI-COUNTY REGIONAL           ,0700,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL   ,715
2010-2011,059,TRI-COUNTY REGIONAL           ,0701,YARMOUTH JUNIOR HIGH SCHOOL         ,256
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0096,BADDECK ACADEMY               ,290
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0093,BOULARDERIE ELEMENTARY SCHOOL ,89
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0101,BRAS D'OR ELEMENTARY SCHOOL   ,283
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0640,BRETON EDUCATION CENTRE       ,661
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0551,BRIDGEPORT SCHOOL             ,110
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0995,BROOKLAND ELEMENTARY SCHOOL   ,455
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0107,CABOT EDUCATION CENTRE        ,208
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,1169,CAPE BRETON VICTORIA -ADULT HIGH SCHOOL      ,185
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0962,CAPE SMOKEY ELEMENTARY SCHOOL ,102
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0186,COXHEATH ELEMENTARY SCHOOL    ,288
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,1101,CUSACK SCHOOL                 ,347
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0996,DONKIN SCHOOL                 ,132
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0098,DR. T. L. SULLIVAN MIDDLE SCHOOL     ,265
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,1153,FERRISVIEW ELEMENTARY SCHOOL  ,218
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0099,FLORENCE ELEMENTARY SCHOOL    ,124
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0626,GEORGE D. LEWIS SCHOOL        ,109
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0416,GLACE BAY ELEMENTARY SCHOOL   ,513
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0008,GLACE BAY HIGH SCHOOL         ,777
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0964,HARBOURSIDE ELEMENTARY SCHOOL ,393
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL  ,166
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0960,JUBILEE ELEMENTARY SCHOOL     ,232
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0545,MACDONALD ELEMENTARY SCHOOL         ,135
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0206,MACLENNAN MIDDLE SCHOOL       ,128
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL     ,568
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0183,MARION BRIDGE SCHOOL          ,86
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0082,MEMORIAL COMPOSITE HIGH SCHOOL,938
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0083,MIDDLE RIVER CONSOLIDATED SCHOOL     ,23
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0180,MIRA ROAD SCHOOL              ,135
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0643,MOUNT CARMEL ELEMENTARY SCHOOL,137
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0997,MOUNTAINVIEW ELEMENTARY SCHOOL,231
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0963,NEW WATERFORD ELEMENTARY SCHOOL ,350
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0961,NORTH HIGHLANDS ELEMENTARY SCHOOL    ,98
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,1154,OCEANVIEW EDUCATION CENTRE    ,574
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,1142,RANKIN SCHOOL OF THE NARROWS  ,149
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0973,RIVERSIDE ELEMENTARY SCHOOL   ,167
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0203,RIVERVIEW HIGH SCHOOL         ,1013
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0182,ROBIN FOOTE ELEMENTARY SCHOOL ,143
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0113,SETON ELEMENTARY SCHOOL       ,199
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0646,SHERWOOD PARK EDUCATION CENTRE,324
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0972,SHIPYARD ELEMENTARY SCHOOL    ,230
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0644,ST. AGNES ELEMENTARY SCHOOL   ,134
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0561,ST. ANNE'S ELEMENTARY SCHOOL  ,350
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0119,ST. JOSEPH ELEMENTARY SCHOOL  ,225
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0688,SYDNEY ACADEMY                ,860
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0117,SYDNEY MINES MIDDLE SCHOOL    ,289
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0185,SYDNEY RIVER ELEMENTARY SCHOOL,327
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0110,THOMPSON MIDDLE SCHOOL        ,178
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL  ,161
2011-2012,051,CAPE BRETON-VICTORIA REGIONAL ,0667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL  ,423
2011-2012,052,STRAIT REGIONAL               ,0934,ANTIGONISH EDUCATION CENTRE     ,504
2011-2012,052,STRAIT REGIONAL               ,0932,BAYVIEW EDUCATION CENTRE      ,366
2011-2012,052,STRAIT REGIONAL               ,0510,CANSO ACADEMY                 ,71
2011-2012,052,STRAIT REGIONAL               ,0974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY ,388
2011-2012,052,STRAIT REGIONAL               ,0986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,313
2011-2012,052,STRAIT REGIONAL               ,0930,DALBRAE ACADEMY               ,248
2011-2012,052,STRAIT REGIONAL               ,0707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL ,765
2011-2012,052,STRAIT REGIONAL               ,0975,EAST ANTIGONISH EDUCATION CENTRE/ACADEMY ,451
2011-2012,052,STRAIT REGIONAL               ,0484,EAST RICHMOND EDUCATION CENTRE     ,276
2011-2012,052,STRAIT REGIONAL               ,0266,FANNING EDUCATION CENTRE/CANSO ACADEMY,129
2011-2012,052,STRAIT REGIONAL               ,0471,FELIX MARCHAND EDUCATION CENTRE ,143
2011-2012,052,STRAIT REGIONAL               ,0143,H. M. MACDONALD ELEMENTARY SCHOOL  ,103
2011-2012,052,STRAIT REGIONAL               ,1106,INVERNESS EDUCATION CENTRE/ACADEMY ,292
2011-2012,052,STRAIT REGIONAL               ,0631,MULGRAVE MEMORIAL EDUCATION CENTRE ,104
2011-2012,052,STRAIT REGIONAL               ,0390,PLEASANT BAY SCHOOL           ,6
2011-2012,052,STRAIT REGIONAL               ,0146,REV. H. J. MACDONALD SCHOOL         ,73
2011-2012,052,STRAIT REGIONAL               ,0931,RICHMOND EDUCATION CENTRE/ACADEMY  ,355
2011-2012,052,STRAIT REGIONAL               ,0152,ST. ANDREW JUNIOR HIGH SCHOOL ,562
2011-2012,052,STRAIT REGIONAL               ,0149,ST. ANDREWS CONSOLIDATED SCHOOL    ,219
2011-2012,052,STRAIT REGIONAL               ,1160,ST. MARY'S EDUCATION CENTRE/ACADEMY,318
2011-2012,052,STRAIT REGIONAL               ,0655,STRAIT AREA EDUCATION/RECREATION CENTRE   ,394
2011-2012,052,STRAIT REGIONAL               ,8052,STRAIT DSEPS                  ,1
2011-2012,052,STRAIT REGIONAL               ,0936,TAMARAC EDUCATION CENTRE      ,601
2011-2012,052,STRAIT REGIONAL               ,0976,WEST RICHMOND EDUCATION CENTRE,148
2011-2012,052,STRAIT REGIONAL               ,0388,WHYCOCOMAGH EDUCATION CENTRE  ,158
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0639,A.G. BAILLIE MEMORIAL SCHOOL,374
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0634,ACADIA ST ELEMENTARY SCHOOL,148
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0248,ADVOCATE DISTRICT SCHOOL      ,55
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0705,AMHERST REGIONAL HIGH SCHOOL  ,712
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0006,BIBLE HILL CENTRAL ELEMENTARY SCHOOL ,145
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0002,BIBLE HILL EAST COURT ROAD ELEMENTARY SCHOOL,130
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0007,BIBLE HILL JUNIOR HIGH SCHOOL ,353
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0016,BROOKFIELD ELEMENTARY SCHOOL  ,170
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0020,CENTRAL COLCHESTER JUNIOR HIGH SCHOOL,464
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0027,CHIGANOIS ELEMENTARY SCHOOL   ,200
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,1170,CHIGNECTO CENTRAL ADULT HIGH SCHOOL,162
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,8053,CHIGNECTO-CENTRAL DSEPS       ,24
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0014,COBEQUID CONSOLIDATED ELEMENTARY SCHOOL     ,166
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0036,COBEQUID DISTRICT ELEMENTARY SCHOOL,90
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0044,COBEQUID EDUCATIONAL CENTRE   ,1590
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,1104,CUMBERLAND NORTH ACADEMY      ,315
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0230,CYRUS EATON ELEMENTARY SCHOOL ,124
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0028,DEBERT ELEMENTARY SCHOOL      ,138
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0408,DR. W. A. MACLEOD CONSOLIDATED SCHOOL,208
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0750,E. B. CHANDLER JUNIOR HIGH SCHOOL ,324
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0432,EAST PICTOU MIDDLE SCHOOL     ,228
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0031,ELMSDALE DISTRICT ELEMENTARY SCHOOL ,408
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0030,ENFIELD DISTRICT SCHOOL       ,299
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0414,F. H. MACDONALD ELEMENTARY SCHOOL ,340
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0665,G.R. SAUNDERS ELEMENTARY SCHOOL     ,387
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0026,GREAT VILLAGE ELEMENTARY SCHOOL      ,61
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0042,HANTS EAST RURAL HIGH SCHOOL  ,878
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0041,HANTS NORTH RURAL HIGH SCHOOL ,292
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,1145,HARMONY HEIGHTS ELEMENTARY SCHOOL   ,330
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,1100,HIGHLAND CONSOLIDATED MIDDLE SCHOOL ,271
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0015,HILDEN ELEMENTARY SCHOOL      ,109
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0661,JUNCTION ROAD ELEMENTARY SCHOOL     ,168
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0038,KENNETCOOK DISTRICT ELEMENTARY SCHOOL,73
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0035,MAITLAND DISTRICT SCHOOL             ,32
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0949,MAPLE RIDGE ELEMENTARY SCHOOL ,241
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0633,NEW GLASGOW JUNIOR HIGH SCHOOL       ,318
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0005,NORTH COLCHESTER HIGH SCHOOL  ,219
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0988,NORTH NOVA EDUCATION CENTRE   ,853
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0009,NORTH RIVER ELEMENTARY SCHOOL ,216
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0231,NORTHPORT CONSOLIDATED ELEMENTARY SCHOOL  ,57
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,962
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,1151,OXFORD REGIONAL EDUCATION CENTRE   ,417
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0649,PARRSBORO REGIONAL ELEMENTARY SCHOOL ,151
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0715,PARRSBORO REGIONAL HIGH SCHOOL,217
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0650,PICTOU ACADEMY/DR.THOMAS MCCULLOCH SCHOOL,265
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0971,PICTOU ELEMENTARY SCHOOL      ,232
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0252,PUGWASH DISTRICT HIGH SCHOOL  ,248
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0039,RAWDON DISTRICT ELEMENTARY SCHOOL    ,104
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0916,REDCLIFF MIDDLE SCHOOL        ,474
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0240,RIVER HEBERT DISTRICT ELEMENTARY SCHOOL   ,94
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0251,RIVER HEBERT DISTRICT SCHOOL  ,103
2011-2012,053,CHIGNECTO-CENTRAL REGIONAL    ,0435,RIVER JOHN CONSOLIDATED SCHOOL       ,57
